,pre_turn_1,pre_turn_2,pre_turn_3,pre_turn_4,question,answer,after_turn_1,after_turn_2,after_turn_3,after_turn_4
521,你平时会花时间关注体育项目的赛事吗？,会关注，因为我对体育赛事还挺感兴趣的。,那你喜欢足球吗？我还挺喜欢的。,好巧啊，我也是，我从小就特别喜欢足球。,你知道在上赛季的欧冠赛场上，唯一过掉利物浦后防大将的范戴克的是谁吗？,不是就是那位在欧冠决赛场上的裸奔女郎吗？,没错，就是她。但是这个赛季最近的一场欧冠小组赛中范戴克却遭到 了对手戏耍。,哦？还有人能轻松过掉他啊？,这个人是韩国的黄喜灿你，那场比赛他在利物浦的禁区里很轻松就过范戴克。,我记得范戴克不是不久前拿到了欧足联的年度最佳球员吗？不至于被人这么轻松的过掉吧？
522,会关注，因为我对体育赛事还挺感兴趣的。,那你喜欢足球吗？我还挺喜欢的。,好巧啊，我也是，我从小就特别喜欢足球。,你知道在上赛季的欧冠赛场上，唯一过掉利物浦后防大将的范戴克的是谁吗？,不是就是那位在欧冠决赛场上的裸奔女郎吗？,没错，就是她。但是这个赛季最近的一场欧冠小组赛中范戴克却遭到 了对手戏耍。,哦？还有人能轻松过掉他啊？,这个人是韩国的黄喜灿你，那场比赛他在利物浦的禁区里很轻松就过范戴克。,我记得范戴克不是不久前拿到了欧足联的年度最佳球员吗？不至于被人这么轻松的过掉吧？,你说的没错，但是他在FIFA颁奖典礼中，却无缘最佳球员。
523,知道，不过离这里还挺远的，正好也要过去看比赛，我带你去吧。,你人真的太好了。真的是太感谢你了。,没有关系，反正顺路嘛，你为什么要去那儿呢？,我弟弟是校足球队的，我去看他的比赛。,那你怎么自己去呢，他不来接你的吗？,没事没事，我是偷偷来的，想看看的在学校啥样，他不知道我来。,哦，原来是这样啊。,对了，既然你去看足球比赛。那你一定很了解足球吧，你能跟我说一说最近的足球新闻吗？,行啊，昨天刚好有一场欧冠小组赛。,这么巧的嘛，那你来跟我说说吧，我想了解一下。
524,师傅请问一下还有多久才能到汽车站啊？,再过几分钟就到了，很快的。,好的，麻烦师傅你再快点我时间比较赶。,没问题，我已经在加速了。,哎，师傅你是在听关于程序员的新闻吗？,对啊，这不是程序员这个职业很热门嘛，我就关注了一下。,那这个新闻里讲的都是什么啊？,就是说近九成程序员是男性，程序员压力非常大。,毕竟女生学计算机的少嘛。,薪资方面提到南京的程序员工资以即将过万排在全国第九。
525,是吗？我一个朋友就是程序员，他说压力太大了。,谁说不是呢，现在的解压神器，销量都增加了两倍呢。,真的假的？哎，现在干什么没有压力啊。,你这说的好像也没有毛病，程序员里的女生太少了，才只占了一小部分。,哎呀，毕竟程序员这个专业是个理科，学理科的一般不都是男生吗?,好像是哈，哎，新闻还说，程序员还要经常加班加点，所以头秃也不是没有原因的。,哈哈，是啊，我朋友就说他同事，才30出头，这发际线就看不见了。,你这说的画面感都出来了。不过好像很多人还羡慕程序员的工资呢。,是啊，听说程序员的工资挺高呢。,有一个统计说是，在北上广，一个月差不多一万多吧。
526,同学你银行卡掉了。,谢谢你了啊，我都没注意到。,不客气，下次可得注意啊，毕竟挺贵重的。,你说的对。唉，我看前面排队取钱的人还有很多，我们聊会儿天吧。,你知道最近2019年中国羽毛球公开赛在常州进行吗？,不知道哎，最近忙着考研复习，没时间看比赛。,你平时会看羽毛球的比赛吗？,会啊，我最喜欢的体育项目就是羽毛球了，有时间的时候经常跟朋友打。,那你知道有哪些中国选手吗？,男单方面，林丹和谌龙，女单方面李雪芮吧。
527,我挺喜欢的，算是足球运动的热衷者吧，平时有空都会踢踢。,那你最喜欢的足球队伍是那支啊？,最喜欢的应该是皇家马德里，因为C罗在这里待过好多年。,没想到你也喜欢C罗啊，哈哈。,对啊。对了，你刚才说的科索沃，就是那个战火纷飞的国家吗？,没错，2016年科索沃才被欧足联足球接纳呢，但是他们近些年来的战绩非常优秀。,是吗？他们的战绩怎么样？,从2018年以后的比赛，科索沃17战11胜5平，仅仅只输掉了一场比赛。,那场比赛他们输给了谁啊？,一次客场3:5输给了英格兰，他们球队是在被战火摧毁的废墟上崛起的啊！而且球队踢得很有血性。
528,同学你好，你的书掉了。,谢谢你啊，我都没注意。,没关系，下次小心点就没事了。,好的，我看图书馆还有一会儿才开门，要不我们聊会儿吧？,你知道最近中国羽毛球公开赛在常州拉开帷幕吗？,不知道哎，最近没怎么看手机。,那你平时喜欢打羽毛球吗？,那当然了，羽毛球可是我最爱的体育项目,那真是太巧了，我也是，我经常有空的时候就去羽毛球馆。,而且我最喜欢的球员是何冰娇，她是继女单一姐李雪芮之后的后起之秀。
529,你好啊。,你好啊，好久不见啦。,最近你有时间吗？要不要一起去看场电影啊？,好呀，最近有什么新上的不错的电影吗？我也正想和你一起去看呢。,倒是有一部，叫少年的你，听说过吗？,没有呢，应该是讲述青春的片子吧？听名字应该还挺有意思的。,是的，这电影是由易烊千玺主演的，据说上映到目前为止好评如潮啊。,说实话我还蛮喜欢易烊千玺的，他在里面演的什么角色啊？,他在里面演的是一个社会少年叫小北，我看了一下预告片，很精彩。,我觉得这电影到时候去看的人一定很多吧。
530,同学能麻烦你几分钟的时间吗？,可以啊，什么事儿？,你知道计算机组成原理老师的办公室吗？我想去交个作业。,在北22四楼，要不我带你过去吧。,那真是谢谢你了啊。对了，同学你知道最近由中德动画团队打造的《宠物联盟》吗？,不知道哎，最近作业有点多没怎么关注。,那你平时有空的时候喜欢看什么类型的电影啊？,温情喜剧类型的吧，我感觉这样能带给我感动和快乐。,那我觉得这部电影你肯定会喜欢的。,是吗？这部电影大致讲的什么故事呀？
531,同学你在草里找什么啊？,我刚才在这块儿丢了一枚戒指，找不到了。,你先别着急，我来跟你一起找，肯定能找到的。,那真是谢谢你了啊。,对了，你最近看了第49届体操世锦赛的比赛吗？,不知道哎，最近忙着复习期末考试。,那你平时有空的时候关注体育新闻吗？,关注呀，我特别喜欢中国体操。,那真是太巧了，我也是，感觉看体操健儿们的比赛，非常的享受。,还记得当年中国体操健儿们在北京奥运会上拿了9枚金牌。
532,你能跟我具体讲讲这个新闻吗？,就是那个妈妈因为儿子的学习成绩不好，帮儿子报了培训班花了2.4万元。,什么？这么贵的培训班。,是啊，而且只有34节课，平均每节课下来达到了惊人的720元。,那这么贵的培训班帮助到她儿子的成绩了吗？,没有，本来她儿子能考80分，结果培训了18节课后，只考了60分，这让兰女士很头疼。,啊，花这么多钱成绩还没升上去，那这有点说不过去啊。,是的，后来兰女士想要退款，但是培训机构拒绝，最后报了警。,那后来怎么样了？,后来学校方面也是同意退还兰女士大部分费用。
533, , , , ,同学，你好，这边有位吗？,没有。,嗯，这个食堂真高级，安装了投影仪。,是啊，这可能是为了给我们有一个放松的吃饭时间。,是啊，这看着什么呀。那个演员好眼熟。,这是一个犯罪片的，叫《犯罪现场》，他这个主演是古天乐。
534,朋友你好，你在哪里下车啊？,我在淄博下车，应该还有一会儿就到了吧。,真羡慕你啊，马上就能下火车了，我还要坐到终点站呢。,哈哈，没事，我陪你聊会儿天吧。,那太好了。你知道最近在电影院热映的《犯罪现场》吗？,不知道哎，最近忙着工作上的事情，没时间看电影。,那你平时有空的时候会看哪种类型的电影啊？,个人比较倾向犯罪警匪类型的吧，感觉枪战看的很过瘾。,那我觉得这部《犯罪现场》肯定很符合你的胃口。,是吗？电影大概讲的什么故事呀？
535,你好啊。,你好啊，好久不见啦。,最近你在忙什么呀，有时间一起去看场电影啊。,好的呀，最近有什么新上的不错的电影啊？给我推荐一下啊。,你别说还真有。古天乐演的犯罪现场，听说过吗？,没有呢，听起来应该是警匪动作片吧？,嗯嗯，没错，故事发生的一开始是一场珠宝抢劫案，很精彩。,哈哈，能想象得到，是香港警匪片吗？,对呀，而且据报道上说是在香港闹市取景的呢。,哇，那看起来一定很逼真了，这部电影票房肯定能大卖啊。
536,同学你好，你也在这儿躲雨啊？,对啊，这雨太大了！,要是知道会下雨，我早上出门就带把伞了，现在只能在这干等了。,等着也是等着，要不我们一起聊会儿天吧。,好啊。你知道最近富邦勇士队正式签约前NBA球员梅奥吗？,不知道哎，最近忙着做作业，没时间看比赛。,你平时看NBA的比赛多吗？,挺多的吧，基本上一有空就会看，我特别热爱篮球。,那你最喜欢的队伍是哪支啊？,金州勇士队吧，因为我最喜欢的球星库里在里面。
537,老板你好，我想买个足球，你这店里有好点的吗？,当然有啊，请问你想买个什么样的？大概什么价位？,1000左右的吧。,好的，我马上就来给你找一下。,哎，老板你是在看最近曼城的比赛吗？,对啊，这不是店里没人嘛，打发一下时间。,你知道这场比赛的赛况怎么样啊？,蓝月军团曼联意外的被狼队2：0了，还是在自己的主场。,那可真是爆冷啊，之前曼联一直连胜来着。,你之前很关注曼联吗？那这场比赛你也看过吧？
538, , ,你好啊。,你好啊，好久不见啦。,最近你在忙什么啊？考完试了吗？,还没有呢，后天考试，我这几天都在复习。,哦哦，那你应该是没看最近的足球比赛吧。,嗯，近期的比赛我还没看呢。说起来倒是蛮可惜的。话说最近比赛战况如何啊？,最近一场是狼队和曼城的比赛，比赛很是精彩呢。,最后应该是曼城赢了吧，毕竟曼城的实力还是比较强悍的。
539, , ,哈喽，你是要去操场吗？,是啊。,是练运动会比赛项目吗？,不是，我是去练排球，为全校排球比赛做准备。,是嘛，排球也挺不好打的是吧？,是啊，排球练久了手疼，我第一次练完，手肿的都吃不了饭。,啊，那太严重了吧。,后面多练练就不会出现这个状况了。
540,你怎么自己在肯德基看电影？,哈哈，我朋友一会就来了。,那就好，你看的什么电影呀？,我其实没在看电影，其实这是部预告片，是《亲密旅行》的预告。,这是一部文艺片吗？,不是的，这是一部喜剧爱情片，还是很有意思的，主角你知道是谁不？,我猜应该是沙溢，因为我刚刚看到他了，哈哈。,这次沙溢一下子变成了长发司机，和“小老板”安吉，开启奇妙旅行。,哈哈，不知道沙溢的形象能给我带来什么样的惊喜！,想想就很有意思，哈哈，你想知道大致剧情不？
541, ,你好，兄弟。,你好，有什么事儿吗？,你周围有人吗？我马上就到淄博站了。,可以啊，你坐就行，你这用的是iphone6吗？,不是的，这是7，不过7和6长得挺像的。,你有没有关注到苹果新出的机型？,那必须关注啊，不过买还真是买不起，哈哈。,苹果公司一下发布了三款机型！,是不是iPhone 11、iPhone 11 Pro、iPhone 11 Pro Max这三款？
