,question,answer
6899,주소 말씀 해 주시겠습니까?,예 대구 달서구 송현동 육십 일 다시 사번지
6902,주소 가르켜드리면 지금 현재 그까지 요금을 알 수 있습니까?,네 검침번호 확인하신 이후에 안내해 드린 전화번호로 문의하시면 요금정산방법하고 금액을 안내받으실 수 있습니다.
6905,주변에 주택이 많은가요?,네 많이 거주하고 있어요
6911,주변에 병원이 있나요?,네 아주 가까이에 위치해 있어요
6917,주변 교통이나 시끄럽지는 않나요?,네 주택가라서 조용하고 바로 5분 이내에 역이 있습니다
6918,주방에 냄비가 있나요?,"네, 있어요"
6926,주민등록증 없는데 운전면허증 되나요,네 운전면허증도 됩니다
6927,주민등록상 주소지가 대구가 맞습니까,대구는 아니예요 경주로 되어있는데
6928,주민등록번호 앞에 여섯자리 혹시 확인되십니까?,생년월일은 잘 모르겠네요
6933,주문해도 될까요?,네 말씀 해주세요
6935,주문해도 되나요?,네 가능합니다
6936,주문해 주실 수 있나요?,네. 주문 도와드리겠습니다.
6937,주문해 드릴 수 있는데 주문해드릴까요?,네 짜장면 3개 탕수육 중자요
6938,주문할게요,네
6939,주문할게요,네 말씀 해주세요
6940,주문할게요,네 주문 도와드리겠습니다
6941,주문할게요,네 주문 도와드리겠습니다
6942,주문할게요,네 주문 도와드리겠습니다
6943,주문할게요,네 주문받겠습니다
6946,주문한 음료는 가져다주시나요?,네 제가 자리로 가져다드립니다
6949,주문하면 지금 싸시죠?,네 주문하자마자요
6970,주문하면 들어와요?,네 주문하면 내일와요
6974,주문하려고요,네 주문받겠습니다
6978,주문을 해야 하나요?,네
6979,주문을 해야 된다고요?,네 사이즈가 빠졌어요
6980,주문을 넣으면 구입할 수 있을까요?,네 주문 넣으시고 연락처 남겨주시면 연락드리겠습니다
6981,주문은 카운터에서 하면 돼요?,네 주문은 카운터에서 도와드리겠습니다
6985,주문은 여기서 하나요?,네
6988,주문은 가서 해도 되지 않나요?,네 그러셔도 됩니다
6990,주문받아 주실 수 있나요?,네 말씀 해주세요
6991,주문되나요?,네 가능합니다
6995,주문 여기서 하는 거예요?,네
6997,주문 봐주세요 이 세트메뉴 지금 가능해요?,네 가능해요
6998,주문 미리 해도 되죠?,네
7000,주문 먼저 해도 될까요,네 가능합니다
7001,주문 들어갔어요?,네 방금 들어갔어요
7003,주문 가능한가요?,네
7004,주문 가능한가요?,네 가능합니다
7005,주문 가능한가요?,네 잠시만 기다려주세요
7006,주메뉴가 돈가스에요?,네
7007,주먹밥도 하나 추가해 주세요,네 알겠습니다
7008,주먹밥도 같이 하시는 거예요?,네
7009,주머니도 달리고 그런 거 없을까요?,없어요 이거는 주머니가 그렇게 안달려요
7010,주머니 필요한데 권장해주실 거 없어요?,네
7011,주말이세요?,"네, 주말이죠"
7012,주말은 인당 2만 원 지불 시 80분 이용 가능하십니다,네 시간대 상관없이 24시간 가능하십니다
7013,주말에도?,네 주말이나 평일이나 똑같아요
7014,주말에도 해요?,네
7015,주말에도 영업하나요?,"네, 토요일은 일곱시 반까지하고 일요일은 휴무입니다"
7018,주말에는 자리가 없죠?,네 주말에는 더 자리가 없어요
7023,주말에 펜션 자리 있나요?,"네, 풀빌라 하나 빌릴 수 있어요"
7024,주말에 예약하고 와야 되나요?,네 주말은 예약하고 오셔야 해요
7027,주말에 디럭스룸 예약 가능할까요?,주말에 디럭스룸 예약 가능하세요
7030,주말농장을 생각하고 있는데 용수 확보 가능한가요?,네 샘이 있어서 용의합니다
7032,"주말, 일요일 다 이용할 수 있어요?","네, 주말 모두 이용 가능합니다"
7034,주말 가격이고 이층 원룸 방도 있고 더 넓은 방도 있는데 홈페이지에서 보신 방이 있으세요?,원룸 방은 침대가 하나라서 네 명이 쓸 수 없을 거 같은데
7036,주름도 없어지고?,"네, 한 번 들리세요. 약손관리가 수성구 같으면은 칠팔만원이에요. 저는 이만오천원 밖에 안 해요"
7069,주거용으로 찾으시는 건가요?,네
7085,죄송한데요 돈가스만 조금 포장해 주실 수 있어요?,네 포장해드릴게요
7086,"죄송한데, 영수증을 따로 좀 끊어 줄 수도 있나요?","네, 영수증 따로 드리겠습니다"
7094,죄송한데 이거 포장 좀 해주시겠어요? 제가 배가 너무 불러가꼬,네
7099,죄송한데 물 좀 한 잔 주시겠어요?,네 잠시만 기다려주세요
7101,죄송한데 물 조금만 주시겠어요?,네 뜨거울 거예요
7102,죄송한데 눈썹 정리도 가능한가요?,네 가능합니다. 
7103,죄송한데 나무젓가락 한 개만 더 주세요,네
7104,죄송한데 계좌이체로 결제해도 되나요?,"네, 계좌이체해주셔도 됩니다."
7106,죄송하지만 포장으로 해주세요,네
7108,죄송하지만 카드 결제 가능한가요?,네 가능합니다
7112,죄송하지만 메뉴 변경 가능한가요?,네 돼요
7114,죄송하지만 먹다 남은 이거 포장 좀 해주시겠어요?,네 포장해드릴게요
7121,좋은 곳 나오는데로 바로 연락 주실 수 있나요?,네. 물론이죠
7126,좋네요 바지도 있나요?,네 세트로 나왔어요
7127,좋긴 한데 15인치 노트북이 들어갔으면 해요,그렇다면 조금 더 큰 가방이어야 하겠네요
7132,종합 비타민의 주 성분이 비타민인 건가요?,"네, 비타민 B군들이 몸의 피곤함을 많이 없애줍니다"
7133,종합 감기약은 한 번에 몇 알씩 먹으면 되나요?,네 식후 두 알씩 드시면 됩니다
7134,종점 가면은 이게 바로 차에 남겨져있던 거를 바로 빼 놓으시나요,그러니까 선생님 그 부분은 이제 저희 대구시에서 이게 좀 관리가 되지 않고 말씀처럼 분실물에 대해서는 다른 승객 주워 가지 않으면 기사께서 유실물을 해당 버스회사로 맡겨두는데 그것을 문의할 수 있는 버스회사 제가 전화번호를 지금 문자로 드릴 예정이거든요
7135,종전 소유자가 분양 신청을 해 뒀나요?,네 그럼요
7137,종일 요금은 선불입니까?,네
7138,종일 요금도 있습니까?,네 있습니다
7142,종이컵 하나 주실 수는 없어요?,"네, 종이컵 드리겠습니다"
7143,종이컵 하나 써도 되죠?,네
7155,종류가 이게 다에요?,네 지금은 5종류밖에 없네요
7161,좁아도 괜찮으니 한 방에 5명이 자도 될까요?,"네, 대신 추가 요금이 발생해요"
7162,좀 큰 사이즈 맞춤도 되나요?,네
7163,좀 큰 듯한데 원래 좀 크게 나와요?,정 사이즈로 나오는데 끈은 좀 조이시면 될 거예요
7184,좀 작아 보이는데 이거 260 맞나요?,이건 좀 작게 나와서 그렇게 보이시나 봐요
7186,좀 입어봐도 될까요?,네
7190,좀 신어봐도 돼요?,예
7192,좀 비싸네요 왜 그래요?,원가가 비싼 제품이네요
7199,좀 맵겠네요?,네
7200,좀 둘러볼게요,네 둘러보세요
7204,좀 더러운 것 같은데 좀 닦아주세요,네 닦아드릴게요
7218,좀 달작한거죠?,"네, 달달한 건데 원하시면 안에 들어가는 시럽 뺄 수도 있어요"
7223,졸업식에 입을만한 옷이 있을까요?,네 있습니다
7225,족집게 있나요?,"네, 의료용 족집게 있습니다."
7227,조회해 보겠습니다. 예 선생님 그 이천일년식 맞습니까?,예 맞구요
7228,조회해 보겠습니다. 예 선생님 그 싼타페 맞습니까?,예 맞구요
7231,조합원 아파트로 나온거예요?,"네, 대지 갖고 계신 분들이에요"
7234,조용한 침대방으로 부탁합니다,"네, 403호로 드릴게요"
7235,조용한 주택가에 집을 찾는데 도와주실 수 있나요?,네 이 동네는 저희 부동산이 가장 오래됐어요
7236,조용한 시간이 몇신데요,아 네 선생님 그 시간은 뭐 정확한 시간이 아니어서 안내해 드리기는 조금 어렵습니다. 생님 아유 죄송합니다.
7237,조용한 곳이죠?,"네, 조용해요"
7239,조용하게 식사할 수 있는 방 자리가 있으면 그쪽으로 안내해 주세요,네 안쪽 단체룸으로 안내해 드릴게요
7244,조식이 준비되나요?,"네, 9시까지 1층 식당으로 오시면 돼요"
7245,조식이 제공되나요?,"네, 1층에서 오전 10시까지 조식을 제공해 드리고 있어요"
7249,조식은 한식으로 되나요?,"네, 조식은 한식으로 할 수 있어요"
7253,조식은 포함되어 있나요?,네 조식 포함 플랜으로 예약되어 있으세요
7254,조식은 포함되나요?,"네, 조식은 포함돼요"
7255,조식은 포함돼있죠?,"네, 싱글룸 2박 예약으로 조식 포함되어 있어요"
7259,조식은 없는데 이박 하신다고 그랬죠?,"네, 이박 하려고요"
7263,조식은 숙박비에 포함되어 있는가요?,"아니요, 조식 포함 패키지로 예약을 하시면 일 인당 만오천원으로 저렴하게 이용 가능하세요"
7267,조식은 무료로 제공되나요?,"네, 아침 6시부터 8시까지 1층 식당에서 이용하시면 돼요"
7277,조식은 따로 신청하면 가능한가요?,"네, 조식 신청 따로 하면 되세요"
7279,조식은 따로 비용 내야 하는 거죠?,"네, 한 분당 15000원씩입니다"
7280,조식은 되나요?,무료 조식은 없고 따로 신청하시는 거 있는데 그건 유료예요. 안내 보시고 예약하시면 돼요
7288,조식도 함께 하시나요?,조식 포함해서 토요일 2인실로 예약해주세요
7289,조식도 포함되나요?,"네, 7시에서 8시 사이 1층 식당에서 조식 이용 가능해요"
7291,조식도 주시나요?,"네, 조식은 드려요"
7293,조식도 제공되나요?,"네, 조식으로 간단한 빵과 음료, 과일이 제공돼요"
7294,조식도 예약하시나요?,"네, 조식도 2명 같이 예약할게요"
7298,조식 포함인가요?,"네, 포함 가격입니다"
7301,조식 포함되어 있는 거 맞죠?,"네, 조식은 7시 30분부터 이용 가능하세요"
7319,조식 말고 다른 편의시설 이용할 수 있는 건 없나요?,"네, 지금 다른 준비된 시설은 없어요"
7320,조식 룸서비스도 가능한가요?,"네, 조식도 룸서비스 가능해요"
7321,조식 2명으로 신청해주세요,"네, 오전 10시까지 이용 가능해요"
7323,조리상태 문의,네
7332,"조끼, 다른 사이즈는 없나요?","다른 것도 그렇고, 사이즈는 다 프리예요"
7333,조끼 한 번 입어봐도 돼요?,네 입어보세요
7336,조끼 원피스 같은 그런 건가 봐요?,네 맞습니다
7338,조끼 색상은 하나뿐인가요?,네
7339,조끼 색상은 요거 뿐이죠?,네
7346,조금만 생각해보고 전화드리겠습니다,"네, 전화 주세요"
7347,조금만 생각해보고 다시 전화드릴게요,"네, 전화 주세요"
7348,조금만 상의하고 다시 전화드릴게요,"네, 전화 주세요"
7349,조금만 상의 더 하고 다시 전화드릴게요,"네, 전화 주세요"
7350,조금만 마시다 가도 되죠?,네 괜찮습니다
7352,조금만 더 상의해보고 다시 전화드리도록 하겠습니다,"네, 전화 주세요"
7355,조금만 고민해보고 다시 전화드릴게요,"네, 큰 방 하실 거면 주말에 금방 빠지니까 조금 서두르셔야 해요"
7356,조금만 고민 더 해 보고 다시 올게요,네 연락주세요
7360,조금 커 보이는데 저와 잘 어울려 보이나요?,네 고객님 체형과 잘 맞아떨어집니다
7361,조금 쫄리는 게 왜 쫄리지?,양말도 좀 두꺼우시고 끈 좀 푸시면 괜찮으실 거예요
7363,조금 전에 말한 히알루론산이랑 콜라겐 들어간 제품이 저거죠?,네 히알루론산이랑 콜라겐 들어간 제품이 수분보충용이지만 관절이 엄청 부드러워져요
7366,조금 저렴한 건 없을까요?,네 이것보다 조금 저렴한 디자인으로 보여드리겠습니다
7367,조금 작아 보이네요 다른 사이즈 있나요?,팔이 지금 가오리 핏이라서 짧아 보이시는 거예요
7369,조금 자르고 씨컬 파마 할 수 있을까요?,"네, 씨컬 파마 가능합니다"
7370,조금 있다가 예약해도 되죠?,네 그럼 예약할때 말해 주세요
7371,조금 있다가 다시 전화드릴게요,"네, 전화 주세요"
7372,조금 있다가 다시 전화드리든지 할게요,"네, 전화 주세요"
7373,조금 일찍 도착했는데 지금 체크인 되나요?,"네, 예약한 자리 바로 이용하시면 돼요"
7374,조금 이따 친구들과 함께 방문해도 되죠?,네 이따 오세요
7375,조금 의논해보고 다시 전화 드릴게요,"네, 상의해보시고 다시 전화주세요"
7377,조금 얼큰하게 주세요,네
7379,조금 시끄러워서 자리를 옮기고 싶은데요,네 도와드리겠습니다
7380,조금 생각을 해보고 다시 전화드리도록 하겠습니다,"네, 전화 주세요"
7381,조금 상의해서 다시 전화드릴게요,"예, 전화 주세요"
7384,조금 맵게 가능할까요?,네 그럼요
7385,조금 뜨거워서 그런데 얼음 한 개만 넣어주실 수 있나요?,네 넣어드리겠습니다
7386,조금 따뜻한 자리는 없어요?,저기 안쪽으로 들어가시면 더 따뜻하실 거예요
7390,조금 더 큰 게 없구나 주머니가 하나 달린 건 없어요?,네
7392,조금 더 큰 거 없어요?,이거보다 크면 안 예뻐요
7393,조금 더 짧게 해주시겠어요,네 옆에 머리는 살짝 기계로 밀을게요
7394,조금 더 주세요,네
7401,조금 더 저렴한 가방은 없을까요?,네 이 가방이 가장 저렴해요
