,question,answer,label
21498,hotel garni frankfurt içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında casino bad homburg kumarhanesi (15 dk. araçla gidiş mesafesi) bulunur. ",no
21506,novotel ottawa city centre içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında casino du lac leamy (6 dk. araçla gidiş mesafesi) ve rideau carleton yarış pisti (19 dk. araçla gidiş mesafesi) bulunur. ",no
21535,gasthaus auerhahn içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında kurhaus baden-baden (11 dk. araçla gidiş mesafesi) ve casino baden-baden (11 dk. araçla gidiş mesafesi) bulunur. ",no
21555,"hotel bristol berlin, misafirlerine otelde otopark imkânı sunuyor mu? ","hayır, maalesef yakında indirimli otopark yok. ",no
21557,"stay jaffa jerusalem, misafirlerine otelde otopark imkânı sunuyor mu? ","hayır, maalesef yakında indirimli otopark yok. ",no
21580,generator london ücretsiz park imkanı sunuyor mu?,"hayır, generator london ücretsiz park imkanı sunmamaktadır. [kayak ile en güncel fiyatları şimdi alın!](/londra-otelleri-generator-london.203294.ksp)",no
21590,grechaniuk vi otobüs biletinizi yazdırmak gerekiyor mu?,"hayır, grechaniuk vi ile yolculuk yaparken basılı bir bilete ihtiyacınız yoktur! otobüse binmek için sadece akıllı telefonunuzdaki e-biletinizi ve geçerli bir fotoğraflı kimliği gösterin. busbud'dan bilet aldığınız zaman e-biletinizi e-postayla alacaksınız.",no
21621,radisson blu toronto downtown içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında woodbine racetrack (24 dk. araçla gidiş mesafesi) bulunur. ",no
21628,skul: the hero slayer türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
21631,**❔ Bu oyunda ücretsiz döndürme özelliği var mı?**, Evet ve hayır. Gold Link Respins özelliği birçok yönden bedava dönüş bonus turu olarak kabul edilebilir. ,no
21663,"inturotel cala azul, misafirlerine otelde otopark imkânı sunuyor mu? ","hayır, maalesef yakında ücretsiz otopark yok. ",no
21670,viking brothers 3 türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
21696,embassy suites hotel baton rouge içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında hollywood casino (8 dk. araçla gidiş mesafesi) ve belle of baton rouge kumarhanesi (10 dk. araçla gidiş mesafesi) bulunur. ",no
21702,family selection at grand palladium costa mujeres resort & spa- all inclusive içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında playcity casino (14 dk. araçla gidiş mesafesi) ve royal yak casino kumarhanesi ve bahisçisi (15 dk. araçla gidiş mesafesi) bulunur. ",no
21706,wordpress sitemde robots txt kullanmam şart mı?, hayır kullanmanız şart değildir. arama motoru botları için opsiyon olarak robots. txt dosyası kullanılmaktadır. bu dosya olmasa bile sitenizin içeriği indeks sırasına alınacaktır.,no
21735,g.g. gociman hotel içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında mamaia casino kumarhanesi (16 dk. yürüme mesafesi) bulunur. ",no
21740,primorye-arsenyev otobüs biletinizi yazdırmak gerekiyor mu?,"hayır, primorye-arsenyev ile yolculuk yaparken basılı bir bilete ihtiyacınız yoktur! otobüse binmek için sadece akıllı telefonunuzdaki e-biletinizi ve geçerli bir fotoğraflı kimliği gösterin. busbud'dan bilet aldığınız zaman e-biletinizi e-postayla alacaksınız.",no
21743,andora şehrinde geçici ehliyete sahip araç kiralayabilir miyim?,"hayır, birlikte çalıştığımız tüm araç kiralama acenteleri geçici ehliyet kabul etmiyor. araç kiralayabilmeniz için tam bir ehliyetinizin olması gerekir. ",no
21771,desert rose inn içinde kumarhane var mı? ,"hayır, bu motel kumarhane içermez. ancak yakında the sands casino (6 dk. yürüme mesafesi) ve club cal-neva kumarhanesi (15 dk. yürüme mesafesi) bulunur. ",no
21801,gwuni mopera b u.b içinde kumarhane var mı? ,"hayır, bu oda ve kahvaltı sunan otel kumarhane içermez. ancak yakında spielbank leipzig (9 dk. yürüme mesafesi) bulunur. ",no
21828,hotel mercurio - caters to gay men içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında vallarta casino (9 dk. araçla gidiş mesafesi) bulunur. ",no
21842,hotel & studios astor içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında joa casino la siesta (6 dk. araçla gidiş mesafesi) ve casino palm beach kumarhanesi (12 dk. araçla gidiş mesafesi) bulunur. ",no
21846,ruanda ile doğu afrika e-vizesi kapsamında çalışabilir miyim?,"**hayir**, ruanda ile doğu afrika turist e-vizesi kapsamında çalışmak yasaktır.",no
21848,les reves de marrakech içinde kumarhane var mı? ,"hayır, bu misafir evi kumarhane içermez. ancak yakında casino de marrakech (4 dk. araçla gidiş mesafesi) ve le grand casino de la mamounia (16 dk. araçla gidiş mesafesi) bulunur. ",no
21876,huawei y6 2018 ekran değişimi sırasında verilerim ( resimler yada rehber ) gibi bilgilerim silinir mi ?,"hayır. huawei y6 2018 ekran değişimi hizmetinde cep market mağazasında verileriniz silinmez, zarar görmez.",no
21908,st. julian's bay hotel içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında dragonara casino (20 dk. yürüme mesafesi) bulunur. ",no
21910,greenlife marrakech içinde kumarhane var mı? ,"hayır, bu misafir evi kumarhane içermez. ancak yakında casino de marrakech (14 dk. araçla gidiş mesafesi) ve le grand casino de la mamounia (26 dk. araçla gidiş mesafesi) bulunur. ",no
21911,lennox hotel miami beach içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında magic city casino (16 dk. araçla gidiş mesafesi) bulunur. ",no
21934,"hotel afonso , misafirlerine otelde otopark imkânı sunuyor mu? ","maalesef hayır, ancak araçlar sokağa park edilebilir. ",no
21970,hotel garden içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında casino' di venezia (19 dk. araçla gidiş mesafesi) bulunur. ",no
21975,"bridge cafe bed and breakfast, misafirlerine otelde otopark imkânı sunuyor mu? ","hayır, maalesef yakında ücretsiz otopark yok. ",no
22010,doubletree by hilton istanbul topkapi evcil hayvan kabul ediyor mu?,"hayır, doubletree by hilton istanbul topkapi evcil hayvan kabul etmemektedir.",no
22038,hotel baylan yenisehir ücretsiz park imkanı sunuyor mu?,"hayır, hotel baylan yenisehir ücretsiz park imkanı sunmamaktadır.",no
22041,samsung a6 2018 ekran değişimi sırasında verilerim ( resimler yada rehber ) gibi bilgilerim silinir mi ?,"hayır. samsung a6 2018 ekran değişimi hizmetinde cep market mağazasında verileriniz silinmez, zarar görmez.",no
22049,bahis.com sitesi belge istiyor mu?,"hayır, bahis.com üyelerinden hiçbir şekilde belge talep etmemektedir. belge istemeyen sitelerden biridir.",no
22060,kütahya spor salonu fitness web sitesi yaptırmak için aynı şehirde mi olmamız gerekiyor?,"hayır, tüm çalışmalarımızı online olarak yürütüyor ve türkiye'nin her ilinde çalışmalar yürütüyoruz. bütün verileri sizden internet üzerinden sağlıyoruz.",no
22079,jeannies oura estrela apartamentos içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında casino vilamoura (25 dk. araçla gidiş mesafesi) bulunur. ",no
22087,rodeway inn içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında live! casino pittsburgh (3 dk. araçla gidiş mesafesi) bulunur. ",no
22097,noita türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
22135,victoria house pty ltd içinde kumarhane var mı? ,"hayır, bu misafir evi kumarhane içermez. ancak yakında grandwest casino & entertainment world (16 dk. araçla gidiş mesafesi) bulunur. ",no
22184,b99 hotel içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında casino bad homburg kumarhanesi (19 dk. araçla gidiş mesafesi) bulunur. ",no
22214,hampton inn green bay downtown içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında oneida casino kumarhanesi (11 dk. araçla gidiş mesafesi) bulunur. ",no
22235,ringhotel katharinen hof içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında spielbank hohensyburg kumarhanesi (28 dk. araçla gidiş mesafesi) bulunur. ",no
22239,critters for sale türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
22261,"very nice apartment next to casa city finance new center of casablanca, misafirlerine otelde otopark imkânı sunuyor mu? ","hayır, maalesef yakında ücretsiz otopark yok. ",no
22289,new era guesthouse misafirlerine otopark sunuyor mu?,"hayır, maalesef yakında ücretsiz otopark yok. ",no
22296,hades türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
22304,howard johnson by wyndham albuquerque midtown içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında the downs racetrack and casino (8 dk. araçla gidiş mesafesi) ve sandia casino (13 dk. araçla gidiş mesafesi) bulunur. ",no
22309,casa miradouro içinde kumarhane var mı? ,"hayır, bu misafir evi kumarhane içermez. ancak yakında estoril casino (15 dk. araçla gidiş mesafesi) bulunur. ",no
22333,hotel grand canal içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında holland casino scheveningen (19 dk. araçla gidiş mesafesi) ve hollanda rotterdam casino (22 dk. araçla gidiş mesafesi) bulunur. ",no
22334,karancho beach house içinde kumarhane var mı? ,"hayır, bu misafir evi kumarhane içermez. ancak yakında waterfront cebu city kumarhanesi (6,9 mil uzaklıkta) bulunur. ",no
22344,caribe internacional misafirlerine otopark sunuyor mu?,"hayır, maalesef yakında ücretsiz otopark yok. ",no
22365,sağlanan geri bağlantıların siteye zarar verme ihtimali var mı?,"hayır, çünkü sağlanan geri bağlantıların tamamı seo uzmanlarımız tarafından özenle tespit edilip dikkatlice bağlantı sağlanır. bu sayede çalışma yapılan siteye zarar verme ihtimalleri yoktur.",no
22372,la porta rossa içinde kumarhane var mı? ,"hayır, bu oda ve kahvaltı sunan otel kumarhane içermez. ancak yakında casino' di venezia (29 dk. araçla gidiş mesafesi) bulunur. ",no
22374,cinas hotel havalimanına ücretsiz transfer hizmeti sunuyor mu?,"hayır, cinas hotel havalimanına ücretsiz transfer hizmeti sunmamaktadır. [kayak ile en güncel fiyatları şimdi alın!](/eski%c5%9fehir-otelleri-cinas-hotel.487530.ksp)",no
22383,katev travel'de kablosuz ağ var mı?,"hayır, katev travel otobüslerinde kablosuz ağ yok! endişe etmeyin, otobüsteki zamanınızı ihtiyacınız olan uykuyu uyumak için kullanabilirsiniz! ayrıca en sevdiğiniz filmleri, tv dizilerini ve sesli kitapları indirebilir ya da iyi bir kitap getirebilirsiniz.",no
22391,prophunter türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
22394,city express plus puerto vallarta içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında vallarta casino (19 dk. yürüme mesafesi) bulunur. ",no
22402,mercure porto centro santa catarina içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında casino espinho (19 dk. araçla gidiş mesafesi) bulunur. ",no
22438,agnieszka sieracka'de kablosuz ağ var mı?,"hayır, agnieszka sieracka otobüslerinde kablosuz ağ yok. en sevdiğiniz filmleri, tv dizilerini ve sesli kitapları indirin ya da otobüs yolculuğunuzun tam olarak keyfini çıkarmak için iyi bir kitap getirin ve müzik dinleyin! bu zamanı ihtiyacınız olan uykuyu uyumak için de kullanabilirsiniz.",no
22441,bravely default ii türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
22472,interbus praha otobüslerinde elektrik prizi ya da usb çıkışı var mı?,"hayır, interbus praha otobüslerinde elektrik prizi ya da usb çıkışı yok. varsa yanınızda bir pil paketi getirerek uzun otobüs yolculukları boyunca cihazlarınızı şarj etmenizi öneririz. yolculuğunuz sırasında vakit geçirmek için iyi bir kitap da getirebilirsiniz.",no
22478,ay gerçekten yok mu oldu?,hayır insanlar öyle olduğunu sandı.,no
22508,hotel nivki havuza sahip mi?,"hayır, hotel nivki tesis içinde bir havuza sahip değildir.",no
22524,tour de france 2021 türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
22607,kyriad prestige thionville centre içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında casino municipal (14 dk. araçla gidiş mesafesi) ve casino 2 (22 dk. araçla gidiş mesafesi) bulunur. ",no
22612,"sands riolux priv bedbath5 min stripairport and rental car terminals, misafirlerine otelde otopark imkânı sunuyor mu? ","hayır, maalesef yakında ücretsiz otopark yok. ",no
22617,jood içinde kumarhane var mı? ,"hayır, bu misafir evi kumarhane içermez. ancak yakında casino de marrakech (3 dk. araçla gidiş mesafesi) ve le grand casino de la mamounia (14 dk. araçla gidiş mesafesi) bulunur. ",no
22632,istanbul hub flats misafirlerine otopark sunuyor mu?,"hayır, maalesef yakında indiirmli otopark yok. ",no
22636,ideal piccolo hotel - all inclusive - adults only misafirlerine otopark sunuyor mu?,"hayır, maalesef yakında ücretsiz otopark yok. ",no
22647,riad nashira & spa içinde kumarhane var mı? ,"hayır, bu riad otel kumarhane içermez. ancak yakında casino de marrakech (4 dk. araçla gidiş mesafesi) ve le grand casino de la mamounia (13 dk. araçla gidiş mesafesi) bulunur. ",no
22691,faustina hotel & spa misafirlerine otopark sunuyor mu?,"hayır, maalesef yakında ücretsiz otopark yok. ",no
22694,bu otel içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında campione kumarhanesi (9,9 mil uzaklıkta) bulunur. ",no
22745,iphone se ses entegresi değişimi sırasında verilerim ( resimler yada rehber ) gibi bilgilerim silinir mi ?,"hayır. iphone se ses entegresi değişimi hizmetinde cep market mağazasında verileriniz silinmez, zarar görmez.",no
22759,peter pan otobüs biletinizi yazdırmak gerekiyor mu?,"hayır, peter pan biletinizi yazdırmanıza gerek yoktur! akıllı telefonunuzdaki e-biletinizi ve geçerli bir fotoğraflı kimliği göstererek otobüse binebilirsiniz. e-biletiniz busbud'dan bilet almanızın hemen ardından size e-postayla gönderilecektir.",no
22770,best western at o'hare içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında rivers casino (2 dk. araçla gidiş mesafesi) bulunur. ",no
22799,nemes if fop otobüs biletinizi yazdırmak gerekiyor mu?,"hayır, nemes if fop biletinizi yazdırmanıza gerek yoktur! akıllı telefonunuzdaki e-biletinizi ve geçerli bir fotoğraflı kimliği göstererek otobüse binebilirsiniz. e-biletiniz busbud'dan bilet almanızın hemen ardından size e-postayla gönderilecektir.",no
22806,fairfield inn & suites by marriott alexandria west/mark center içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında mgm ulusal limanı (13 dk. araçla gidiş mesafesi) bulunur. ",no
22828,"pousada pontal gardens, misafirlerine otelde otopark imkânı sunuyor mu? ","hayır, maalesef yakında ücretsiz otopark yok. ",no
22829,sanal sunucu hizmetlerinde paylaşımlı i̇şlemci ve ram yüzünden düşük performans alıyorum. sizde de aynı mı?,kesinlikle hayır. ssd bulut sunucu hizmetlerimizde satın aldığınız kaynağa göre %100 ram ve İşlemci rezervasyonu yapılmaktadır.bu nedenle ssd bulut sunucu hizmetlerimizde neredeyse fiziksel sunucu ile aynı performans elde edersiniz.,no
22840,🎁 tempobet yatırım bonusu veriyor mu?,hayır. tempobet sitesi yatırımlarınıza bonus vermemektedir.,no
22856,m&m hotel - wilhelmsburg içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında gezi yolu kumarhanesi (14 dk. araçla gidiş mesafesi) bulunur. ",no
22892,deathloop türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
22930,"the moore hotel, misafirlerine otelde otopark imkânı sunuyor mu? ","hayır, maalesef yakında indirimli otopark yok. ",no
22980,bahis sitelerine belge yüklemek güvenli mi?,"hayır, eğer ki güvenilirliğinden emin olmadığınız bir siteyse kesinlikle belgelerinizi bu sitelere yollamayın ve belge istemeyen siteleri tercih edin.",no
